"Plugin","Plugin Name","Family","Severity","IP Address","Protocol","Port","MAC Address","DNS Name","NetBIOS Name","Plugin Output","Synopsis","Description","Steps to Remediate","CVSS V2 Base Score","CVSS V3 Base Score","CVE","Cross References","First Discovered","Last Observed","Vuln Publication Date","Patch Publication Date"
"136318","TLS Version 1.2 Protocol Detection","Service detection","Info","172.17.167.252","TCP","8443","","e11ahm-cucmsub3.gsa.gov","","Plugin Output: TLSv1.2 is enabled and the server supports at least one cipher.","The remote service encrypts traffic using a version of TLS.","The remote service accepts connections encrypted using TLS 1.2.","","","","","","Feb 4, 2024 19:04:35 EST","Mar 23, 2025 18:16:56 EDT","N/A","N/A"
"136318","TLS Version 1.2 Protocol Detection","Service detection","Info","172.17.167.252","TCP","9443","","e11ahm-cucmsub3.gsa.gov","","Plugin Output: TLSv1.2 is enabled and the server supports at least one cipher.","The remote service encrypts traffic using a version of TLS.","The remote service accepts connections encrypted using TLS 1.2.","","","","","","Jan 12, 2023 00:37:03 EST","Mar 23, 2025 18:16:56 EDT","N/A","N/A"
"149334","SSH Password Authentication Accepted","Service detection","Info","172.17.167.252","TCP","22","","e11ahm-cucmsub3.gsa.gov","","","The SSH server on the remote host accepts password authentication.","The SSH server on the remote host accepts password authentication.","","","","","","Jan 12, 2023 00:37:03 EST","Mar 23, 2025 18:16:56 EDT","N/A","N/A"
"153588","SSH SHA-1 HMAC Algorithms Enabled","Misc.","Info","172.17.167.252","TCP","22","","e11ahm-cucmsub3.gsa.gov","","Plugin Output: 
The following client-to-server SHA-1 Hash-based Message Authentication Code (HMAC) algorithms are supported : 

  hmac-sha1

The following server-to-client SHA-1 Hash-based Message Authentication Code (HMAC) algorithms are supported : 

  hmac-sha1","The remote SSH server is configured to enable SHA-1 HMAC algorithms.","The remote SSH server is configured to enable SHA-1 HMAC algorithms.

Although NIST has formally deprecated use of SHA-1 for digital signatures, SHA-1 is still considered secure for HMAC as the security of HMAC does not rely on the underlying hash function being resistant to collisions.

Note that this plugin only checks for the options of the remote SSH server.","","","","","","Jan 26, 2025 18:16:02 EST","Mar 23, 2025 18:16:56 EDT","N/A","N/A"
"156899","SSL/TLS Recommended Cipher Suites","General","Info","172.17.167.252","TCP","8443","","e11ahm-cucmsub3.gsa.gov","","Plugin Output: The remote host has listening SSL/TLS ports which advertise the discouraged cipher suites outlined below:


  High Strength Ciphers (>= 112-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DHE-RSA-AES128-SHA            0x00, 0x33       DH            RSA      AES-CBC(128)           SHA1
    AES128-SHA                    0x00, 0x2F       RSA           RSA      AES-CBC(128)           SHA1
    AES256-SHA                    0x00, 0x35       RSA           RSA      AES-CBC(256)           SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}","The remote host advertises discouraged SSL/TLS ciphers.","The remote host has open SSL/TLS ports which advertise discouraged cipher suites. It is recommended to only enable support for the following cipher suites:

TLSv1.3:
  - 0x13,0x01 TLS13_AES_128_GCM_SHA256
  - 0x13,0x02 TLS13_AES_256_GCM_SHA384
  - 0x13,0x03 TLS13_CHACHA20_POLY1305_SHA256

TLSv1.2:
  - 0xC0,0x2B ECDHE-ECDSA-AES128-GCM-SHA256
  - 0xC0,0x2F ECDHE-RSA-AES128-GCM-SHA256
  - 0xC0,0x2C ECDHE-ECDSA-AES256-GCM-SHA384
  - 0xC0,0x30 ECDHE-RSA-AES256-GCM-SHA384
  - 0xCC,0xA9 ECDHE-ECDSA-CHACHA20-POLY1305
  - 0xCC,0xA8 ECDHE-RSA-CHACHA20-POLY1305

This is the recommended configuration for the vast majority of services, as it is highly secure and compatible with nearly every client released in the last five (or more) years.","Only enable support for recommened cipher suites.","","","","","Feb 4, 2024 19:04:35 EST","Mar 23, 2025 18:16:56 EDT","N/A","N/A"
"156899","SSL/TLS Recommended Cipher Suites","General","Info","172.17.167.252","TCP","9443","","e11ahm-cucmsub3.gsa.gov","","Plugin Output: The remote host has listening SSL/TLS ports which advertise the discouraged cipher suites outlined below:


  High Strength Ciphers (>= 112-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DHE-RSA-AES128-SHA            0x00, 0x33       DH            RSA      AES-CBC(128)           SHA1
    AES128-SHA                    0x00, 0x2F       RSA           RSA      AES-CBC(128)           SHA1
    AES256-SHA                    0x00, 0x35       RSA           RSA      AES-CBC(256)           SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}","The remote host advertises discouraged SSL/TLS ciphers.","The remote host has open SSL/TLS ports which advertise discouraged cipher suites. It is recommended to only enable support for the following cipher suites:

TLSv1.3:
  - 0x13,0x01 TLS13_AES_128_GCM_SHA256
  - 0x13,0x02 TLS13_AES_256_GCM_SHA384
  - 0x13,0x03 TLS13_CHACHA20_POLY1305_SHA256

TLSv1.2:
  - 0xC0,0x2B ECDHE-ECDSA-AES128-GCM-SHA256
  - 0xC0,0x2F ECDHE-RSA-AES128-GCM-SHA256
  - 0xC0,0x2C ECDHE-ECDSA-AES256-GCM-SHA384
  - 0xC0,0x30 ECDHE-RSA-AES256-GCM-SHA384
  - 0xCC,0xA9 ECDHE-ECDSA-CHACHA20-POLY1305
  - 0xCC,0xA8 ECDHE-RSA-CHACHA20-POLY1305

This is the recommended configuration for the vast majority of services, as it is highly secure and compatible with nearly every client released in the last five (or more) years.","Only enable support for recommened cipher suites.","","","","","Jan 12, 2023 00:37:03 EST","Mar 23, 2025 18:16:56 EDT","N/A","N/A"
"181418","OpenSSH Detection","Misc.","Info","172.17.167.252","TCP","22","","e11ahm-cucmsub3.gsa.gov","","Plugin Output: 
  Service : ssh
  Version : 7.5
  Banner  : SSH-2.0-OpenSSH_7.5 PKIX[10.1]","An OpenSSH-based SSH server was detected on the remote host.","An OpenSSH-based SSH server was detected on the remote host.","","","","","","Sep 17, 2023 20:30:45 EDT","Mar 23, 2025 18:16:56 EDT","N/A","N/A"
"185519","SNMP Server Detection","SNMP","Info","172.17.167.252","UDP","161","","e11ahm-cucmsub3.gsa.gov","","Plugin Output: Nessus detected the following SNMP versions:
  - SNMPv3","An SNMP server is listening on the remote host.","The remote service is an SNMP agent which provides management data about the device.","Disable this service if it is not needed or restrict access to internal hosts only if the service is available externally.","","","","","Mar 2, 2025 18:14:03 EST","Mar 23, 2025 18:16:56 EDT","N/A","N/A"
"209654","OS Fingerprints Detected","General","Info","172.17.167.252","TCP","0","","e11ahm-cucmsub3.gsa.gov","","Plugin Output: 
Following OS Fingerprints were found

Remote operating system : CentOS Linux 7 Linux Kernel 3.10
Confidence level : 56
Method : MLSinFP
Type : unknown
Fingerprint : unknown

Remote operating system : Linux Kernel 2.6
Confidence level : 65
Method : SinFP
Type : general-purpose
Fingerprint : SinFP:
   P1:B10113:F0x12:W29200:O0204ffff:M1316:
   P2:B10113:F0x12:W28960:O0204ffff0402080affffffff4445414401030307:M1316:
   P3:B00000:F0x00:W0:O0:M0
   P4:191003_7_p=443R

Following fingerprints could not be used to determine OS : 
 SSH:!:SSH-2.0-OpenSSH_7.5 PKIX[10.1]
HTTP:!:Server:  

SSLcert:!:i/CN:e11ahm-cucmsub3-EC.gsa.govi/O:GSAi/OU:GSA_VOIPs/CN:e11ahm-cucmsub3-EC.gsa.govs/O:GSAs/OU:GSA_VOIP
61a7a18b4bec201b10289155458ea1380cb75604
i/CN:ECOH2S-ISSCA01(1)s/CN:r6-p04a2-pub-ms.gsa.govs/O:GSAs/OU:GSA_VOIP
eed3efcc43d1bdd78c24f7821ffa565951aa00d8","Multiple OS fingerprints were detected.","Using a combination of remote probes (TCP/IP, SMB, HTTP, NTP, SNMP, etc), it was possible to gather one or more fingerprints from the remote system. While the highest-confidence result was reported in plugin 11936, “OS Identification”, the complete set of fingerprints detected are reported here.","","","","","","Mar 9, 2025 18:10:40 EDT","Mar 23, 2025 18:16:56 EDT","N/A","N/A"
"210591","Cisco Unified Communications Manager XSS (cisco-sa-cucm-xss-SVCkMMW)","CISCO","Medium","172.17.167.252","TCP","0","","e11ahm-cucmsub3.gsa.gov","","Plugin Output: 
  Cisco bug ID      : CSCwk99263
  Installed release : 12.5.1
  Fixed release     : See vendor advisory","The remote device is missing a vendor-supplied security patch.","According to its self-reported version, Cisco Unified Communications Manager running on the report host is affected by a cross-site scripting vulnerability that could allow an unauthenticated, remote attacker to conduct an attack against a user of the interface. This vulnerability exists because the web-based management interface does not properly validate user-supplied input. An attacker could exploit this vulnerability by persuading a user of the interface to click a crafted link. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information.

Please see the included Cisco BIDs and Cisco Security Advisory for more information.","Upgrade to the relevant fixed version referenced in Cisco bug ID CSCwk99263","6.4","6.1","CVE-2024-20511","CISCO-BUG-ID #CSCwk99263,CISCO-SA #cisco-sa-cucm-xss-SVCkMMW,IAVA #2024-A-0712","Mar 9, 2025 18:10:40 EDT","Mar 23, 2025 18:16:56 EDT","Nov 6, 2024 12:00:00 EST","Nov 6, 2024 12:00:00 EST"
"10114","ICMP Timestamp Request Remote Date Disclosure","General","Info","172.17.167.254","ICMP","0","","e11r11s-vcup01.gsa.gov","","Plugin Output: The difference between the local and remote clocks is -1 seconds.","It is possible to determine the exact time set on the remote host.","The remote host answers to an ICMP timestamp request.  This allows an attacker to know the date that is set on the targeted machine, which may assist an unauthenticated, remote attacker in defeating time-based authentication protocols.

Timestamps returned from machines running Windows Vista / 7 / 2008 / 2008 R2 are deliberately incorrect, but usually within 1000 seconds of the actual system time.","Filter out the ICMP timestamp requests (13), and the outgoing ICMP timestamp replies (14).","2.1","","CVE-1999-0524","CWE #200","Jan 12, 2023 00:37:03 EST","Mar 23, 2025 18:16:56 EDT","Aug 1, 1997 12:00:00 EDT","N/A"
"10267","SSH Server Type and Version Information","Service detection","Info","172.17.167.254","TCP","22","","e11r11s-vcup01.gsa.gov","","Plugin Output: 
SSH version : SSH-2.0-OpenSSH_7.5 PKIX[10.1]
SSH supported authentication : publickey,gssapi-with-mic,password","An SSH server is listening on this port.","It is possible to obtain information about the remote SSH server by sending an empty authentication request.","","","","","IAVT #0001-T-0933","Jan 12, 2023 00:37:03 EST","Mar 23, 2025 18:16:56 EDT","N/A","N/A"
"10386","Web Server No 404 Error Code Check","Web Servers","Info","172.17.167.254","TCP","80","","e11r11s-vcup01.gsa.gov","","Plugin Output: 

CGI scanning will be disabled for this host because the host responds
to requests for non-existent URLs with HTTP code 301
rather than 404. The requested URL was : 

    http://172.17.167.254/A8AGcrEmIqi5.html","The remote web server does not return 404 error codes.","The remote web server is configured such that it does not return '404 Not Found' error codes when a nonexistent file is requested, perhaps returning instead a site map, search page or authentication page.

Nessus has enabled some counter measures for this.  However, they might be insufficient.  If a great number of security holes are produced for this port, they might not all be accurate.","","","","","","Jan 12, 2023 00:37:03 EST","Mar 23, 2025 18:16:56 EDT","N/A","N/A"
"10386","Web Server No 404 Error Code Check","Web Servers","Info","172.17.167.254","TCP","8080","","e11r11s-vcup01.gsa.gov","","Plugin Output: 

CGI scanning will be disabled for this host because the host responds
to requests for non-existent URLs with HTTP code 301
rather than 404. The requested URL was : 

    http://172.17.167.254:8080/A8AGcrEmIqi5.html","The remote web server does not return 404 error codes.","The remote web server is configured such that it does not return '404 Not Found' error codes when a nonexistent file is requested, perhaps returning instead a site map, search page or authentication page.

Nessus has enabled some counter measures for this.  However, they might be insufficient.  If a great number of security holes are produced for this port, they might not all be accurate.","","","","","","Jan 12, 2023 00:37:03 EST","Mar 23, 2025 18:16:56 EDT","N/A","N/A"
"10863","SSL Certificate Information","General","Info","172.17.167.254","TCP","443","","e11r11s-vcup01.gsa.gov","","Plugin Output: Subject Name: 

Country: US
State/Province: MO
Locality: KC
Organization: GSA
Organization Unit: GSA_VOIP
Common Name: r6-p04a2-pub-ms.gsa.gov

Issuer Name: 

Domain Component: gov
Domain Component: gsa
Domain Component: ds
Domain Component: ent
Common Name: ECOH2S-ISSCA01(1)

Serial Number: 1D 00 02 D7 00 B7 B0 05 D8 CF C3 B7 6E 00 02 00 02 D7 00 

Version: 3

Signature Algorithm: SHA-256 With RSA Encryption

Not Valid Before: Apr 05 14:41:31 2024 GMT
Not Valid After: Jul 09 14:41:31 2026 GMT

Public Key Info: 

Algorithm: RSA Encryption
Key Length: 2048 bits
Public Key: 00 A3 1F 59 C5 F5 51 67 5F 8C 85 3B 77 50 9A 60 1D EA 8F 11 
            0C 83 BD 6C 26 44 56 7A CE 56 80 79 77 5E 4C EE 74 E4 8D 9E 
            9C B2 11 9A 9B 33 2E 46 47 8F F2 D9 9A 02 CA F6 34 49 BC 28 
            3C 0A D5 EB 84 2F E7 CB DF 2B A5 82 5D 46 02 28 8B 99 8B C1 
            3C F3 C9 9B 00 CD 65 AB AF 0B 7A 70 CF 5D F3 EE E0 06 06 1C 
            B5 42 83 03 14 1D E9 6D CE D0 41 A1 62 FC 81 2B 3E 84 55 86 
            CD 6F 41 81 37 D7 B1 16 9D 40 40 D5 CC 93 F2 8D 96 55 5E EB 
            1F 62 B2 F0 27 8D 5D CE 77 E3 19 61 2B 15 79 1F 79 AF 63 A3 
            BB 3D 96 46 87 F2 9E E1 79 48 E4 28 A2 FE 5B D6 CB CF 46 B3 
            AD 5E E0 DA B5 7E CD 8B DF 3E 8C 0F CE FE C0 15 46 27 EF 75 
            00 BE FD A3 7A 19 40 43 E9 DD D6 BE 6E 67 28 8E 65 59 DB F8 
            43 A4 D4 4A 9F 5A FC 97 E7 AA 58 FA 7B CB 7A 81 C4 73 C3 A7 
            C6 50 0B C0 0E 7E EE EB 2B D2 B7 EE B4 DB A4 A6 F1 
Exponent: 01 00 01 

Signature Length: 256 bytes / 2048 bits
Signature: 00 A7 FE D6 C0 8D 52 00 99 FF 93 BB 35 25 D1 69 DF C6 F9 EA 
           34 9B 7F 1A 9D 62 08 55 B3 8D 2A 9C C5 C8 F4 08 BE CC 72 05 
           C6 E4 CF 1E 5D FB 16 CE 45 E0 54 E7 41 EE F9 BE 2F 17 BE 66 
           4F 53 5F BE 9B 50 C9 E9 B8 02 79 BF CF 1C 63 A8 D2 8A 97 87 
           48 5D F9 5D 4E 76 90 63 90 B5 85 F1 66 9E 31 C0 07 B6 52 F8 
           53 76 67 4D 0A 90 D0 62 D5 19 B6 C1 9D 4B F9 38 78 41 F8 2D 
           3C D7 67 57 00 53 7E A3 8A F2 55 37 EF 15 CA 8E C6 99 94 E8 
           21 20 C9 3B C0 D0 C5 B8 A1 27 BC A4 96 93 C3 84 BC 40 47 11 
           F6 4A 19 E0 24 FD D6 73 04 03 7C 7B 6D F3 C6 8E C1 86 B1 BD 
           5F 46 42 45 52 90 90 AA D0 F3 A6 1B 74 92 9D D1 EA EB A3 7B 
           BF 89 27 AA 73 68 28 1F 29 6F BA 41 7C 6F 32 9B 81 79 1D 66 
           91 4A 0F 52 76 B9 84 23 DD 94 1A BE FC 49 75 D4 4B 08 B0 74 
           0C C6 B8 54 0E A6 03 11 7F 48 B0 4E B2 CA 1A 8D 36 

Extension: Extended Key Usage (2.5.29.37)
Critical: 0
Purpose#1: Web Server Authentication (1.3.6.1.5.5.7.3.1)
Purpose#2: Web Client Authentication (1.3.6.1.5.5.7.3.2)


Extension: Key Usage (2.5.29.15)
Critical: 0
Key Usage: Digital Signature, Non Repudiation, Key Encipherment


Extension: Subject Alternative Name (2.5.29.17)
Critical: 0
DNS: e06r6m-cucmsub3.gsa.gov
DNS: r6-p04a2-pub.gsa.gov
DNS: e11ahm-cucmsub2.gsa.gov
DNS: e11r11s-vcup01.gsa.gov
DNS: r07r7m-cupsub01.gsa.gov
DNS: r6-p04a2-suba.gsa.gov
DNS: gsa.gov
DNS: r6-p04a2-sub.gsa.gov
DNS: e11ahm-cucmsub3.gsa.gov
DNS: voipuser.gsa.gov
DNS: e11ahm-cucmsub4.gsa.gov


Extension: Subject Key Identifier (2.5.29.14)
Critical: 0
Subject Key Identifier: D4 48 80 FD F6 A5 6F AA 83 BB C0 88 FF 8F 65 92 BD 67 5A CB 


Extension: Authority Key Identifier (2.5.29.35)
Critical: 0
Key Identifier: 49 4C C9 F0 FF 64 85 9A C7 62 2B FE CB 28 B4 28 4C 45 22 18 


Extension: CRL Distribution Points (2.5.29.31)
Critical: 0
URI: http://gsapki.ent.ds.gsa.gov/gsacerts/ECOH2S-ISSCA01(2).crl


Extension: Authority Information Access (1.3.6.1.5.5.7.1.1)
Critical: 0
Method#1: Certificate Authority Issuers
URI: http://gsapki.ent.ds.gsa.gov/gsacerts/ECOH2S-ISSCA01.ent.ds.gsa.gov_ECOH2S-ISSCA01(2).crt
Method#2: Online Certificate Status Protocol
URI: http://gsaocsp.ent.ds.gsa.gov/ocsp


Extension: 1.3.6.1.4.1.311.21.7
Critical: 0
Data: 30 2D 06 25 2B 06 01 04 01 82 37 15 08 83 89 AF 2F 85 9E A0 
      7D 82 F9 83 0F 86 B0 8E 0D 84 9F 97 11 3E DB E4 5B 82 F1 AB 
      38 02 01 64 02 01 15 


Extension: 1.3.6.1.4.1.311.21.10
Critical: 0
Data: 30 18 30 0A 06 08 2B 06 01 05 05 07 03 01 30 0A 06 08 2B 06 
      01 05 05 07 03 02 


Fingerprints : 

SHA-256 Fingerprint: 91 6D C5 45 F9 3E 46 50 C7 D9 49 7C FA 52 BC F4 EE 7A FA F7 
                     3A 8B 03 BD 6E C4 3E 09 DB 27 0A 0A 
SHA-1 Fingerprint: EE D3 EF CC 43 D1 BD D7 8C 24 F7 82 1F FA 56 59 51 AA 00 D8 
MD5 Fingerprint: C9 8F 16 07 F6 AD F7 4D 37 BC 3A 76 15 6A 67 6D 


PEM certificate : 

-----BEGIN CERTIFICATE-----
MIIGODCCBSCgAwIBAgITHQAC1wC3sAXYz8O3bgACAALXADANBgkqhkiG9w0BAQsFADBvMRMwEQYKCZImiZPyLGQBGRYDZ292MRMwEQYKCZImiZPyLGQBGRYDZ3NhMRIwEAYKCZImiZPyLGQBGRYCZHMxEzARBgoJkiaJk/IsZAEZFgNlbnQxGjAYBgNVBAMTEUVDT0gyUy1JU1NDQTAxKDEpMB4XDTI0MDQwNTE0NDEzMVoXDTI2MDcwOTE0NDEzMVowajELMAkGA1UEBhMCVVMxCzAJBgNVBAgTAk1PMQswCQYDVQQHEwJLQzEMMAoGA1UEChMDR1NBMREwDwYDVQQLDAhHU0FfVk9JUDEgMB4GA1UEAxMXcjYtcDA0YTItcHViLW1zLmdzYS5nb3YwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIBAQCjH1nF9VFnX4yFO3dQmmAd6o8RDIO9bCZEVnrOVoB5d15M7nTkjZ6cshGamzMuRkeP8tmaAsr2NEm8KDwK1euEL+fL3yulgl1GAiiLmYvBPPPJmwDNZauvC3pwz13z7uAGBhy1QoMDFB3pbc7QQaFi/IErPoRVhs1vQYE317EWnUBA1cyT8o2WVV7rH2Ky8CeNXc534xlhKxV5H3mvY6O7PZZGh/Ke4XlI5Cii/lvWy89Gs61e4Nq1fs2L3z6MD87+wBVGJ+91AL79o3oZQEPp3da+bmcojmVZ2/hDpNRKn1r8l+eqWPp7y3qBxHPDp8ZQC8AOfu7rK9K37rTbpKbxAgMBAAGjggLQMIICzDAdBgNVHSUEFjAUBggrBgEFBQcDAQYIKwYBBQUHAwIwCwYDVR0PBAQDAgXgMIH+BgNVHREEgfYwgfOCF2UwNnI2bS1jdWNtc3ViMy5nc2EuZ292ghRyNi1wMDRhMi1wdWIuZ3NhLmdvdoIXZTExYWhtLWN1Y21zdWIyLmdzYS5nb3aCFmUxMXIxMXMtdmN1cDAxLmdzYS5nb3aCF3IwN3I3bS1jdXBzdWIwMS5nc2EuZ292ghVyNi1wMDRhMi1zdWJhLmdzYS5nb3aCB2dzYS5nb3aCFHI2LXAwNGEyLXN1Yi5nc2EuZ292ghdlMTFhaG0tY3VjbXN1YjMuZ3NhLmdvdoIQdm9pcHVzZXIuZ3NhLmdvdoIXZTExYWhtLWN1Y21zdWI0LmdzYS5nb3YwHQYDVR0OBBYEFNRIgP32pW+qg7vAiP+PZZK9Z1rLMB8GA1UdIwQYMBaAFElMyfD/ZIWax2Ir/ssotChMRSIYMEwGA1UdHwRFMEMwQaA/oD2GO2h0dHA6Ly9nc2Fwa2kuZW50LmRzLmdzYS5nb3YvZ3NhY2VydHMvRUNPSDJTLUlTU0NBMDEoMikuY3JsMIGnBggrBgEFBQcBAQSBmjCBlzBlBggrBgEFBQcwAoZZaHR0cDovL2dzYXBraS5lbnQuZHMuZ3NhLmdvdi9nc2FjZXJ0cy9FQ09IMlMtSVNTQ0EwMS5lbnQuZHMuZ3NhLmdvdl9FQ09IMlMtSVNTQ0EwMSgyKS5jcnQwLgYIKwYBBQUHMAGGImh0dHA6Ly9nc2FvY3NwLmVudC5kcy5nc2EuZ292L29jc3AwPAYJKwYBBAGCNxUHBC8wLQYlKwYBBAGCNxUIg4mvL4WeoH2C+YMPhrCODYSflxE+2+RbgvGrOAIBZAIBFTAnBgkrBgEEAYI3FQoEGjAYMAoGCCsGAQUFBwMBMAoGCCsGAQUFBwMCMA0GCSqGSIb3DQEBCwUAA4IBAQCn/tbAjVIAmf+TuzUl0WnfxvnqNJt/Gp1iCFWzjSqcxcj0CL7McgXG5M8eXfsWzkXgVOdB7vm+Lxe+Zk9TX76bUMnpuAJ5v88cY6jSipeHSF35XU52kGOQtYXxZp4xwAe2UvhTdmdNCpDQYtUZtsGdS/k4eEH4LTzXZ1cAU36jivJVN+8Vyo7GmZToISDJO8DQxbihJ7yklpPDhLxARxH2ShngJP3WcwQDfHtt88aOwYaxvV9GQkVSkJCq0POmG3SSndHq66N7v4knqnNoKB8pb7pBfG8ym4F5HWaRSg9SdrmEI92UGr78SXXUSwiwdAzGuFQOpgMRf0iwTrLKGo02
-----END CERTIFICATE-----","This plugin displays the SSL certificate.","This plugin connects to every SSL-related port and attempts to extract and dump the X.509 certificate.","","","","","","Jan 13, 2025 20:09:57 EST","Mar 23, 2025 18:16:56 EDT","N/A","N/A"
